

04330881,基本乐理与管弦乐基础,E,2.0,马清(教授),1,艺术学院,, ,1~4周 每周周一1~4节 二教107<br />1~4周 每周周三1~4节 二教107<br />,112 / 112,7月24日随堂开卷考试, 加入选课计划,
03032360,中国文化史,D,2.0,王锦贵(教授),1,信息管理系,, ,1~2周 每周周一1~4节 二教407<br />1~2周 每周周二1~4节 二教407<br />1~2周 每周周三1~4节 二教407<br />1~2周 每周周四1~4节 二教407<br />,84 / 84,最后一节课上午3-4节开卷。, 加入选课计划,
01831990,跨文化交流学,B,2.0,许静(教授) 李臻怡,1,新闻与传播学院,, ,1~2周 每周周一2~4节 二教211<br />1~2周 每周周二2~4节 二教211<br />1~2周 每周周三2~4节 二教211<br />1~2周 每周周四2~4节 二教211<br />1~2周 每周周五2~4节 二教211<br />,70 / 26,, 加入选课计划,
00437170,公共物理学,A,2.0,王晓钢,1,物理学院,, ,1~4周 每周周一3~4节 二教316<br />1~4周 每周周二3~4节 二教316<br />1~4周 每周周三3~4节 二教316<br />1~4周 每周周四3~4节 二教316<br />,42 / 14,论文, 加入选课计划,
02131430,美国史通论,D,2.0,王希(教授),1,历史学系,,16,1~4周 每周周一3~4节 二教205<br />1~4周 每周周二3~4节 二教205<br />1~4周 每周周三3~4节 二教205<br />1~4周 每周周四3~4节 二教205<br />1~4周 每周周五3~4节 二教205<br />,150 / 105,7月23日上午笔试, 加入选课计划,
03130400,教育社会学思考,B,2.0,钱民辉(教授),1,社会学系,, ,1~2周 每周周二5~8节 三教304<br />1~2周 每周周三5~8节 三教304<br />1~2周 每周周五5~8节 三教304<br />1~2周 每周周六5~8节 三教304<br />,50 / 50,, 加入选课计划,
